id;user_id;company_slug;rating;comment;created_at;updated_at;is_approved
0455f586-4e2d-4156-846b-4c92296f5608;67778635-cfef-497c-a408-5d890f86ef1b;ubs;100;Professional service;2025-07-29 20:48:57.580587+00;2026-01-13 16:31:37.978302+00;true
22a69fde-d111-460f-91a9-56f193120c58;a2ca4712-0844-4c89-8533-ab1ea8293341;fidelity;100;Great research tools;2025-06-20 20:50:04.680357+00;2026-01-13 16:31:39.166114+00;true
cb3e2cfb-8725-4ea8-b73c-eba05f192d6e;e730a6c3-840d-451b-b4d8-9a41f5b11427;jpmorgan;20;Long wait times;2025-12-12 16:03:02.315875+00;2026-01-13 15:34:20.394433+00;true
4243ee29-ec26-455d-aafe-0fbefb5839b2;01fed40e-5180-455b-9dfe-cf77226e2db4;citigroup;60;Reliable service;2025-10-23 11:40:42.825366+00;2026-01-13 16:31:06.495381+00;true
3e013fec-0126-4be1-8a60-4e1c030d00ce;88186324-9e47-4c97-9e5e-682d250fc2f9;fidelity;100;Great research tools;2025-12-12 12:45:17.545345+00;2026-01-13 15:34:26.601631+00;true
f204d641-09af-4ff6-b32e-906bc75f8c3c;61d8ec48-4885-4d49-8c6a-c0beae769ba0;blackrock;80;Great ETF selection through iShares;2025-12-12 12:24:45.321152+00;2026-01-13 15:34:34.904749+00;true
f34be2ac-eb27-4e12-a554-eaa5c45e7d00;f8f455ba-b21e-46a0-84b9-6fd94f7883b3;wells-fargo;100;Reliable customer service;2025-12-06 20:05:48.240511+00;2026-01-13 16:31:04.902827+00;true
a8dcd27c-8aff-46ae-ad11-3c812df7b053;caf993b2-2207-4056-b573-8357cb5f8975;ubs;80;Excellent wealth management;2025-08-30 19:07:16.493095+00;2026-01-13 16:31:18.672439+00;true
846f4018-9814-44c1-bbab-70a0e2eac43f;cef4871f-243e-492b-ac15-69020d1569ea;morgan-stanley;100;Great for high net worth clients;2025-06-23 02:44:01.930926+00;2026-01-13 16:31:39.166114+00;true
6adc39ef-ec35-4367-acc4-77dfcbaa004d;fe370e26-f120-4259-bc53-5c4364810297;interactive-brokers;60;Professional trading tools;2025-12-12 12:19:13.33604+00;2026-01-13 15:34:41.641415+00;true
c8e7e78e-1b67-49e8-bb78-c74de62e3497;521251f2-b7cf-4a7e-8b9d-1021c4251401;hsbc;80;Reliable service;2025-11-24 01:14:39.513834+00;2026-01-13 16:31:05.519556+00;true
edf40da9-32c6-423e-80f0-adf35481df8b;a6419833-92fa-41a8-8f94-e8aa5e4796ca;ubs;100;Strong research capabilities;2025-10-08 16:47:53.818727+00;2026-01-13 16:31:17.202976+00;true
5cfd18d3-1075-473c-bcf1-8a49268110fc;baa65de5-78d4-4128-865f-a59c77ac7492;renaissance;90;;2025-12-18 17:59:02.015321+00;2025-12-18 17:59:02.015321+00;false
bca40b00-57b5-4768-8ed7-2dbe39d72b69;969491d4-1fde-4696-8932-c5aaac1f5f4c;etrade;60;Solid mobile app;2025-12-12 07:38:29.822628+00;2026-01-13 15:34:55.600442+00;true
e63973f0-66b7-406c-b3c1-02a96fd1e70e;adf2adef-d0f6-4302-9c20-a84b14916c7e;interactive-brokers;80;Best for active traders;2025-11-05 08:15:02.332605+00;2026-01-13 16:31:06.097056+00;true
58211154-cbf5-4db3-bb19-f00a0c1796d1;8c832d34-c4ba-4fbe-981b-e757d62a78e2;interactive-brokers;60;Best for active traders;2025-09-28 01:35:35.659576+00;2026-01-13 16:31:17.631391+00;true
bccb7de6-f71c-456e-9932-c9661596e4ef;734c8c5d-0104-408e-89d6-62b77ef2eb8e;citigroup;60;Good for international clients;2025-08-21 04:26:19.533569+00;2026-01-13 16:31:19.1161+00;true
f98caf64-7d49-46b3-b90e-ed555378ecfd;3ff304aa-51a4-4860-951a-f594e1d597e2;blackrock;100;Professional service and reliable platform;2025-12-12 09:15:22.929015+00;2026-01-13 15:37:14.745652+00;true
94f35b17-a78f-45d4-a3c1-abce9d607a30;a7331097-6ee0-4ad2-8dfa-77773d1c72a9;robinhood;100;Commission-free trading;2025-09-14 13:49:18.11895+00;2026-01-13 16:31:18.241896+00;true
04a3d35b-fc83-4c7c-8bf3-20251a8ac4ac;43ebc2de-a646-428b-ae2a-3024cd5b6bd5;wells-fargo;60;Good retail banking;2025-09-04 09:40:08.507811+00;2026-01-13 16:31:18.457106+00;true
f0c6a03b-f0c5-4ad3-a995-2e112048270e;c1aaa2df-ce98-4dab-a4d2-8e4420ca93a8;credit-suisse;60;Good private banking services;2025-08-28 12:47:10.523357+00;2026-01-13 16:31:18.869738+00;true
641fe172-033b-48da-8072-5167d8799056;513c21ec-6095-4249-8a85-93b4f7fd4900;bank-of-america;100;Solid investment options;2025-08-22 01:47:59.199746+00;2026-01-13 16:31:19.1161+00;true
f7834476-4a5d-4178-8911-f45ea8f61261;d1235c22-7735-4037-8076-36622c040842;blackrock;60;Highly recommend for passive investors;2025-06-20 07:03:12.539413+00;2026-01-13 16:31:39.166114+00;true
493c3155-1a87-48cc-8ca8-b6b102c7b80f;fa770c04-9df2-454e-85d0-9e0f829282a2;etrade;80;Solid mobile app;2025-12-12 04:15:13.351391+00;2026-01-13 15:37:20.464501+00;true
fa1aa131-2a37-4eb7-bb37-39939b3baac2;87342730-1458-4c77-a6b4-b28cec560364;merrill-lynch;60;Excellent advisor network;2025-09-25 23:05:14.603887+00;2026-01-13 16:31:17.829098+00;true
50f25c27-972a-4098-bd0b-b351a34e64ac;87342730-1458-4c77-a6b4-b28cec560364;citigroup;100;Reliable service;2025-07-17 03:18:44.553633+00;2026-01-13 16:31:38.364387+00;true
72bc457a-2e33-48ec-9c4c-8531a182649b;0f37ab30-c720-497e-9bed-1dd2bf1468a9;revolut;95;Using 3 years as a bank and frequently invest in silver/gold. Really outstanding banking.;2026-01-13 15:38:55.673198+00;2026-01-13 15:43:39.57991+00;true
e66aa4ec-a5f3-47c0-9109-7c99d290b479;cc99df56-67fa-405a-930b-584061d96119;barclays;60;Solid investment bank;2025-08-14 23:59:19.572278+00;2026-01-13 16:31:37.370523+00;true
4ad6b684-3372-4b29-82a8-4af5215c4177;91b7f839-3892-4509-bb5c-08cecb810d9a;fidelity;80;Zero fee index funds are amazing;2025-12-12 03:33:49.485008+00;2026-01-13 15:43:53.476071+00;true
6ab891b0-34de-454d-9403-06b2c72645a0;fd16ac60-15d3-4011-9616-e9ca326c341b;barclays;80;Solid investment bank;2025-12-12 00:11:15.485591+00;2026-01-13 15:44:10.86984+00;true
996bbc3f-a228-4965-a6d3-5c58aaf68ce5;ab97cd00-352d-45de-a2df-f043216e532e;barclays;80;Strong research team;2025-11-03 03:50:43.133384+00;2026-01-13 16:31:06.097056+00;true
2b0ee208-9293-4651-8c41-29f1d5f967b5;ab97cd00-352d-45de-a2df-f043216e532e;etrade;100;Good for beginners;2025-09-19 00:38:11.839321+00;2026-01-13 16:31:18.037912+00;true
7694de55-ffa9-457f-8b4c-4d48e7ab7214;c78520a3-2c1e-4d6d-82bc-8d8f2db36d36;robinhood;100;Easy to get started;2025-08-08 07:14:47.301429+00;2026-01-13 16:31:37.568147+00;true
8ad9405c-5cf4-4c0a-94a0-813efc5de1d1;630b97f0-0bb2-4459-8ef0-af02e73a70af;bank-of-america;100;Wide ATM network;2025-12-12 03:28:08.193277+00;2026-01-13 15:43:59.300994+00;true
a915748a-129c-4082-a0ef-6e4aa8fc96e3;abe4a23a-556e-4120-865a-b1b5c3fef172;merrill-lynch;100;Reliable service;2025-11-02 15:12:04.33332+00;2026-01-13 16:31:06.097056+00;true
30d2d5b5-bad1-44fe-98a2-0a1e47f686d5;215ac18d-a1a4-4b48-94e3-dd93beb7bd1f;deutsche-bank;80;Professional service;2025-10-27 17:23:08.095882+00;2026-01-13 16:31:06.289171+00;true
a23437d4-7099-4369-b6a2-b3b446f14007;99fbbfef-3459-4a51-8679-7ba72c5ade6a;etrade;100;Solid mobile app;2025-10-13 08:25:32.194232+00;2026-01-13 16:31:17.202976+00;true
e662d290-c067-4c23-a7b5-81d391bffe68;99fbbfef-3459-4a51-8679-7ba72c5ade6a;fidelity;80;Wide variety of investment options;2025-09-16 22:47:28.110772+00;2026-01-13 16:31:18.037912+00;true
59ab0045-ee74-45b7-9d52-abf3a5e60433;c7b8dc57-7a8f-4c36-b4e5-0fdbca2c5869;citigroup;80;Good for international clients;2025-12-12 01:34:55.916993+00;2026-01-13 15:44:10.869184+00;true
9982cd95-a2b8-4043-b99b-451960f878cc;2d1a7e4a-1737-4391-9ac1-d290a3e85490;deutsche-bank;80;Solid research;2025-12-02 19:14:46.669542+00;2026-01-13 16:31:05.13186+00;true
14db17c7-984e-4421-ba52-5dba72330a8b;abe490bd-680d-4b59-8bc9-faee75f17a98;interactive-brokers;60;Great for international trading;2025-11-24 07:16:57.750069+00;2026-01-13 16:31:05.519556+00;true
c3ab673e-6eea-4a34-982f-968e1fc1c1d5;8e3a8f51-5ff2-4e10-adae-703c14c2adde;schwab;100;Great for beginners;2025-08-31 17:45:50.150284+00;2026-01-13 16:31:18.672439+00;true
ece99b1a-dfef-4635-a69e-cd083da26be8;c7d3ed85-7451-4ee7-a852-1f3493ff4d56;goldman-sachs;80;Top research analysts;2025-06-15 19:34:49.771764+00;2026-01-13 16:31:58.113093+00;true
6e5ddf78-f261-41d5-aa83-e5ee846be29f;9a8cb8b4-966d-4d79-bda1-d95a7a1e0f57;jpmorgan;40;High fees for small accounts;2025-12-11 23:57:35.060155+00;2026-01-13 16:23:12.689472+00;true
98937480-a119-4273-bff8-1a92e59603c7;d548f5d2-8204-485c-ad70-606dbd2e8f70;wells-fargo;80;Reliable customer service;2025-09-05 08:52:45.279433+00;2026-01-13 16:31:18.457106+00;true
9ccf6647-c445-46da-8a1a-27106908fb98;b64a770a-aa36-4329-8dbe-b18e8a5b9e19;robinhood;20;Outages during high volume;2025-12-11 23:15:34.744732+00;2026-01-13 16:23:18.832455+00;true
86d9b3a6-273e-4e25-a621-4fbff5113d96;cd58873e-ada4-4485-9361-3428406b07c5;jpmorgan;100;Excellent wealth management;2025-11-07 11:51:52.531829+00;2026-01-13 16:31:05.897045+00;true
463f3ffa-57da-4051-929a-6b690809cd38;cd58873e-ada4-4485-9361-3428406b07c5;credit-suisse;60;Global presence;2025-11-04 14:33:24.813756+00;2026-01-13 16:31:06.097056+00;true
2c185fe3-539c-4652-97f2-98ebafd6f0f6;b511de6d-e670-41d7-8eec-737d7226f7a9;jpmorgan;80;Great mobile app experience;2025-10-26 00:28:50.52611+00;2026-01-13 16:31:06.289171+00;true
d0da5285-8a95-441a-b089-d216c66cd82d;c8bee1ba-faff-4c60-81c9-ca03325a6a05;bank-of-america;100;Wide ATM network;2025-09-28 23:28:36.74447+00;2026-01-13 16:31:17.631391+00;true
b4a4dab4-a9a9-427c-823b-1c9d1124600c;b511de6d-e670-41d7-8eec-737d7226f7a9;credit-suisse;80;Solid trading platform;2025-09-15 13:42:48.391822+00;2026-01-13 16:31:18.037912+00;true
ba36eb34-bf17-4eb4-9225-4fc7ce9bd8a0;c241f794-6a8d-4b4e-8cff-3ac2d6a66d1b;interactive-brokers;100;Great for international trading;2025-12-11 22:14:18.907359+00;2026-01-13 16:23:24.793789+00;true
15b65397-5309-4de8-b229-a9a5135221ec;8b2edc14-1c2b-47b4-8b38-aed06a234ad7;interactive-brokers;60;Lowest margin rates;2025-08-21 00:38:04.186798+00;2026-01-13 16:31:19.1161+00;true
bafb45b9-e032-4d0a-8a3b-635abf196a36;8b2edc14-1c2b-47b4-8b38-aed06a234ad7;vanguard;60;Best value for long-term investors;2025-07-15 07:25:03.594915+00;2026-01-13 16:31:38.364387+00;true
9010798d-0bfe-4d8f-934e-5e611aeb80d0;87a51cab-d496-497c-9c03-6ea3a8f19058;interactive-brokers;80;Best for active traders;2025-07-16 17:28:06.850023+00;2026-01-13 16:31:38.364387+00;true
4d21f848-e6d8-4ea5-9f1d-b39dbb965147;c1cdc892-c6a4-4fc9-84c8-3fff02bf3a13;morgan-stanley;80;Professional advisory services;2025-12-11 18:23:29.185184+00;2026-01-13 16:23:44.353173+00;true
d1c0ab30-1926-421a-8b89-cf2bc3ae2ab2;d3d27d88-7716-450f-ba15-e8a369f6152c;robinhood;100;Good for small investors;2025-12-11 15:35:33.09118+00;2026-01-13 16:23:50.67527+00;true
090be704-a27e-4a3a-800c-f08eb889c441;3bf584b6-75e0-48ae-93d8-749cce2d1e2b;robinhood;40;Outages during high volume;2025-12-11 11:48:37.624729+00;2026-01-13 16:24:15.844148+00;true
a1a43b55-e90f-48fd-bf17-7c68d4b32aa2;c8c41035-b76a-43b6-914f-bb4d218bc46b;robinhood;60;Good for small investors;2025-12-11 17:54:10.67912+00;2026-01-13 16:23:44.398136+00;true
80530716-2109-49c5-b57e-2db0f79c0913;63f7cbf8-c1c1-467f-a780-47c9deb76e77;fidelity;60;Excellent customer service;2025-11-23 05:15:25.214483+00;2026-01-13 16:31:05.519556+00;true
fcf2441d-8b87-40ac-b1d6-13783edd6b6d;79f6b2a8-78de-4563-9cb0-8ae723b5d436;vanguard;60;Perfect for index fund investors;2025-10-30 15:15:09.550554+00;2026-01-13 16:31:06.289171+00;true
226a39c8-7aa1-413d-abad-6fe11ff905a7;4c943dc0-9e30-4316-8c07-95dd8e574ce2;credit-suisse;60;Solid trading platform;2025-10-16 07:28:39.087998+00;2026-01-13 16:31:06.721351+00;true
f7417746-1203-408c-b07a-92d5e306a83e;647627d3-bc56-4b12-831f-05171189a66b;citigroup;80;Global banking network;2025-10-14 12:25:15.465924+00;2026-01-13 16:31:06.721351+00;true
3b2fcc5c-e6f5-48c7-82fd-0e64a6b6257a;4c943dc0-9e30-4316-8c07-95dd8e574ce2;blackrock;80;Best for long-term investing;2025-10-11 11:20:55.239762+00;2026-01-13 16:31:17.202976+00;true
291226a9-a6f7-44c0-adda-17977ab548da;79f6b2a8-78de-4563-9cb0-8ae723b5d436;schwab;80;No commission trades are great;2025-09-04 15:37:04.709472+00;2026-01-13 16:31:18.457106+00;true
c03e8f99-05d6-4af1-b52f-14773a5bbd50;63f7cbf8-c1c1-467f-a780-47c9deb76e77;ubs;60;Global reach and expertise;2025-08-14 14:09:46.422414+00;2026-01-13 16:31:37.370523+00;true
567a74ef-c5e8-40ea-9a0a-8d20ef10ffe3;4c943dc0-9e30-4316-8c07-95dd8e574ce2;merrill-lynch;60;Reliable service;2025-07-28 20:58:10.987342+00;2026-01-13 16:31:37.978302+00;true
ff2c3c14-7c8a-44ea-8b75-6142d366662a;069dd0df-6582-4ea0-b113-e6d91760f291;robinhood;80;Good for small investors;2025-07-27 22:56:01.677292+00;2026-01-13 16:31:37.978302+00;true
0b002947-0a8d-4785-acbb-cc39e85147ac;0287fbf3-2b1b-4dc2-b504-ef327008ae67;deutsche-bank;100;Good for international clients;2025-12-11 11:28:10.697598+00;2026-01-13 16:29:32.833189+00;true
db3db6d0-1df2-47a5-841e-3da393e11cd1;62eab3c7-883c-4714-9f9e-7a937a963d1d;morgan-stanley;100;Great for high net worth clients;2025-12-11 10:00:23.30082+00;2026-01-13 16:30:11.339719+00;true
4d61b3a0-5945-4d01-9fea-d13c8b941ca2;e09a75de-9c1a-4d8b-942c-cca989120f54;ubs;60;Premier private banking;2025-11-24 16:37:15.852257+00;2026-01-13 16:31:05.318598+00;true
71dee4f4-d42c-4981-8e2b-d1c1cba4248d;3b8389f5-abba-4527-aa3f-21b3be50ff1a;bank-of-america;80;Reliable service;2025-11-12 19:54:16.125133+00;2026-01-13 16:31:05.709944+00;true
7e590c36-ec89-4a13-8fde-d1abede10b91;892009df-f256-430d-8978-46f5d3162d17;jpmorgan;60;Comprehensive banking services;2025-11-11 17:45:16.046421+00;2026-01-13 16:31:05.709944+00;true
cb2f089c-9254-418e-8302-77babbd38e7f;0261e02c-7914-48d7-963f-8bcaf6ad2ec8;credit-suisse;100;Strong investment banking;2025-11-15 15:40:17.555153+00;2026-01-13 16:31:05.709944+00;true
eb79d8aa-d8af-4b9c-a018-811ab79c5c57;21fc4f7a-5abc-4528-bb3a-329a9b63f6ac;goldman-sachs;60;Premier investment banking;2025-11-16 03:45:17.788715+00;2026-01-13 16:31:05.709944+00;true
ee21fd4c-894c-40a8-ae2d-761f494c9adc;21d6d6a2-f766-4073-910e-187cf656a663;robinhood;100;Great for beginners;2025-11-15 03:26:19.624273+00;2026-01-13 16:31:05.709944+00;true
07d63263-6750-4320-847d-42f14dfee7f9;a7256baa-595d-471e-9435-f3eb327cc5fc;wells-fargo;80;Reliable customer service;2025-11-17 11:06:26.171781+00;2026-01-13 16:31:05.709944+00;true
bda161aa-fd5b-4aa1-8d09-7dd470079643;108d52a1-b549-4714-87bf-3f222880e704;citigroup;100;Solid investment products;2025-11-15 05:25:48.578425+00;2026-01-13 16:31:05.709944+00;true
82009e3e-b3b7-49ce-b6c6-1a50da7a113e;e94a0b01-b54c-4fa9-93bd-09f7f2f08d6e;schwab;80;Great for beginners;2025-11-12 23:03:02.325426+00;2026-01-13 16:31:05.709944+00;true
7f1c9da7-5068-49b2-b718-f5fe011b9e43;522e56be-34fb-4800-b745-8ee45d74143e;interactive-brokers;80;Excellent execution speed;2025-11-17 10:14:12.538826+00;2026-01-13 16:31:05.709944+00;true
899d7975-a682-4915-8a89-a4bb787c9113;f795840f-9975-4134-8dfd-012fc1c8a968;interactive-brokers;40;Not beginner friendly;2025-11-12 18:38:37.492297+00;2026-01-13 16:31:05.709944+00;true
a7ce6423-2454-4004-94a3-03c0bf4f2698;99d502b9-0c54-4ae1-86e9-f861651c889d;robinhood;20;Limited research tools;2025-11-16 13:20:58.726367+00;2026-01-13 16:31:05.709944+00;true
6978bfd6-a36e-4d2f-9320-3c817ba65347;697b6001-2f42-4797-b3e0-b60a392c36c3;jpmorgan;20;High fees for small accounts;2025-11-14 22:50:54.19825+00;2026-01-13 16:31:05.709944+00;true
0929c8b0-82ce-4fac-a241-2415a9d60c8a;2434a592-2a2e-48f6-aee5-bac3fdab635c;fidelity;40;Some funds have high minimums;2025-11-13 23:38:12.006246+00;2026-01-13 16:31:05.709944+00;true
617d8214-7f37-403a-aeca-29a23328438a;919b6b69-db78-4dc7-a440-e03f30d6e958;jpmorgan;40;Long wait times;2025-11-14 12:28:50.663439+00;2026-01-13 16:31:05.709944+00;true
c9038afa-6a88-4e83-b782-e8ee1d226a81;2059a37b-2ddb-4854-91dc-c375d23e9806;vanguard;40;Mobile app needs work;2025-11-17 02:01:51.311628+00;2026-01-13 16:31:05.709944+00;true
d7044e80-9f7f-436a-93f8-7655170e7815;19ec93b8-8823-43f9-b3d8-1d10980e73c9;robinhood;20;Limited research tools;2025-11-17 05:07:23.036453+00;2026-01-13 16:31:05.709944+00;true
dc3563a4-3c11-49f8-b621-9bc4e4da781f;e05b0f4a-a542-4579-8a72-453a30c11bdb;fidelity;40;Can be overwhelming for beginners;2025-11-12 22:51:44.543446+00;2026-01-13 16:31:05.709944+00;true
c8e41622-fe61-4dfe-b294-6da8d7c98d66;0286e18c-0f75-409d-815e-16853a2fbe37;robinhood;20;Limited research tools;2025-11-11 07:52:47.273583+00;2026-01-13 16:31:05.709944+00;true
b9427609-b03b-400f-b0f1-e48ec1464d2b;d42e4fa6-2550-492d-a84d-bccf03541bba;blackrock;60;Great ETF selection through iShares;2025-09-29 17:08:40.741794+00;2026-01-13 16:31:17.631391+00;true
bfc979b2-a9e6-4176-9755-108224a1e502;6a8cf174-a6be-43b3-b5b4-148102099a0c;hsbc;60;Good investment options;2025-10-01 19:33:35.694086+00;2026-01-13 16:31:17.631391+00;true
f70cd97b-cb8c-402b-9838-5f23b8f20471;bdff86be-12ec-48a2-9529-6ef7787c8060;morgan-stanley;80;Great for high net worth clients;2025-09-29 01:50:35.831593+00;2026-01-13 16:31:17.631391+00;true
daadb253-fd1b-4603-81c7-6d16d0828a9d;7c535f68-301c-4e62-8144-20f901e615f8;citigroup;60;Reliable service;2025-09-29 20:16:48.126784+00;2026-01-13 16:31:17.631391+00;true
d5cc129a-d786-4fe4-954f-3b1939351e92;6c6d4bad-5f26-4f65-b9bb-56cd221568ad;goldman-sachs;80;Excellent trading services;2025-10-02 04:11:45.456459+00;2026-01-13 16:31:17.631391+00;true
437738bd-69ea-4766-a671-df076f586a50;2980141a-a304-4c37-8e93-0821437e2ac2;goldman-sachs;80;Top research analysts;2025-09-28 10:27:50.196876+00;2026-01-13 16:31:17.631391+00;true
35efaaab-6b8f-4e7a-b5ed-e66798f8444a;3905f86b-c3a4-41c0-99c8-bef057f9caa2;morgan-stanley;60;Great for high net worth clients;2025-09-27 15:12:56.867678+00;2026-01-13 16:31:17.631391+00;true
efffafb7-bc9d-4716-bc25-8add4957408e;676ad71a-437c-415a-b0fe-6a1fd5762d2f;fidelity;80;Wide variety of investment options;2025-10-01 12:35:12.128982+00;2026-01-13 16:31:17.631391+00;true
cf32edae-912b-449b-a5c9-928d22dab2c2;ba99cd24-ea97-41e0-b8fd-e34acdb6178f;merrill-lynch;80;Reliable service;2025-09-29 09:41:18.425302+00;2026-01-13 16:31:17.631391+00;true
40ce2e66-b16b-46ee-90df-ecfab7545a40;66765343-4e17-47ac-956c-193ab344c0e8;interactive-brokers;80;Great for international trading;2025-10-01 05:15:16.007314+00;2026-01-13 16:31:17.631391+00;true
780494e8-1667-4695-869a-916d214b5b01;69a5e54c-3417-4e69-b871-591a0b19d64b;merrill-lynch;80;Excellent advisor network;2025-09-28 09:10:34.281438+00;2026-01-13 16:31:17.631391+00;true
